popularity,vote_count_x,vote_average_x,release_date,original_language_x,genre_ids,belongs_to_collection,budget,production_companies,production_countries,revenue,day_of_week,month,quarter,en_int_lang,collection
0.655,1.0,7.0,2018-09-22,en,Drama|Science Fiction|,na,0.0,na,US,0.0,5,9,3,en,Collection
0.6,2.0,7.0,2018-03-07,el,Documentary|,na,0.0,na,na,0.0,2,3,1,int,Collection
7.501,5.0,7.0,2018-09-30,en,Drama|TV Movie|,na,0.0,Lifetime,CA,0.0,6,9,3,en,Collection
0.84,1.0,7.0,2018-10-10,fr,Comedy|,na,0.0,na,FR,0.0,2,10,4,int,Collection
0.6,1.0,7.0,2018-09-21,ta,Drama|Romance|,na,0.0,na,IN,0.0,4,9,3,int,Collection
0.6,1.0,7.0,2018-09-24,de,Crime|,na,0.0,na,na,0.0,0,9,3,int,Collection
0.92,1.0,7.0,2018-09-22,en,Horror|,na,0.0,Channel 83 Films,US,0.0,5,9,3,en,Collection
0.6,1.0,7.0,2018-09-27,uk,Action|Comedy|Music|,na,0.0,GANZAFILM Production,UA,0.0,3,9,3,int,Collection
0.701,1.0,7.0,2018-09-21,en,Comedy|,na,0.0,na,US,0.0,4,9,3,en,Collection
1.002,1.0,7.0,2018-09-28,en,Documentary|,na,188000.0,Danish Bear Productions Oy,FI,0.0,4,9,3,en,Collection
0.6,2.0,7.0,2018-09-18,de,na|,na,0.0,Taglicht Media,DE,0.0,1,9,3,int,Collection
0.9,1.0,7.0,2018-01-23,de,Drama|Thriller|,na,0.0,na,DE,0.0,1,1,1,int,Collection
2.333,1.0,7.0,2018-10-26,en,Drama|Comedy|,na,0.0,In the Family,US,0.0,4,10,4,en,Collection
0.737,10.0,7.0,2018-09-28,es,Documentary|,na,0.0,na,na,0.0,4,9,3,int,Collection
2.912,6.0,7.0,2018-11-07,ko,Drama|Thriller|,na,0.0,Little Big Pictures,KR,0.0,2,11,4,int,Collection
0.6,1.0,7.0,2018-08-27,sk,Drama|Crime|,na,0.0,Furia Film,CZ,0.0,0,8,3,int,Collection
1.945,3.0,7.0,2018-04-20,en,Drama|Thriller|Crime|,na,0.0,na,na,0.0,4,4,2,en,Collection
0.6,1.0,7.0,2018-07-24,es,Thriller|Mystery|TV Movie|,na,0.0,Cruz del Sur Cine,AR,0.0,1,7,3,int,Collection
1.31,3.0,7.0,2018-10-25,de,Documentary|,na,0.0,Projekt: Antarktis,DE,0.0,3,10,4,int,Collection
0.6,1.0,7.0,2018-09-14,ko,Drama|,na,0.0,na,KR,0.0,4,9,3,int,Collection
0.6,1.0,7.0,2018-09-20,ko,Adventure|Animation|,na,0.0,CrazyBird Studio,KR,0.0,3,9,3,int,Collection
0.948,2.0,7.0,2018-09-22,fr,Thriller|,na,0.0,na,na,0.0,5,9,3,int,Collection
1.273,1.0,7.0,2018-09-03,en,Documentary|,na,0.0,na,na,0.0,0,9,3,en,Collection
0.9059999999999999,1.0,7.0,2018-06-23,xx,Animation|,na,0.0,na,na,0.0,5,6,2,int,Collection
0.653,1.0,7.0,2018-09-04,en,Science Fiction|,na,0.0,Canyon House Films,US,0.0,1,9,3,en,Collection
0.6509999999999999,1.0,7.0,2018-07-27,en,Horror|Science Fiction|,na,0.0,na,CA,0.0,4,7,3,en,Collection
1.161,1.0,7.0,2018-08-26,en,Horror|,na,0.0,na,na,0.0,6,8,3,en,Collection
0.685,2.0,7.0,2018-09-28,en,Animation|Drama|,na,0.0,Moholy-Nagy University of Art and Design,HU,0.0,4,9,3,en,Collection
1.9169999999999998,3.0,7.0,2018-10-05,ja,Romance|,na,0.0,"Shochiku Co., Ltd.",JP,0.0,4,10,4,int,Collection
0.649,1.0,7.0,2018-06-29,de,Drama|,na,0.0,Hessischer Rundfunk,DE,0.0,4,6,2,int,Collection
2.821,1.0,7.0,2018-11-02,en,Documentary|,na,0.0,IMG Films,na,0.0,4,11,4,en,Collection
0.685,2.0,7.0,2018-09-26,es,na|,na,0.0,na,AR,0.0,2,9,3,int,Collection
0.713,3.0,7.0,2018-09-02,xx,Drama|,na,0.0,Kavac Film,IT,0.0,6,9,3,int,Collection
4.0969999999999995,1.0,7.0,2018-08-26,en,Documentary|,na,0.0,na,US,0.0,6,8,3,en,Collection
0.903,1.0,7.0,2018-08-31,en,Drama|Romance|,na,0.0,na,na,0.0,4,8,3,en,Collection
0.654,1.0,7.0,2018-05-05,fr,Mystery|,na,0.0,Accattone Films,BE,0.0,5,5,2,int,Collection
0.99,1.0,7.0,2018-09-30,en,Documentary|,na,0.0,na,na,0.0,6,9,3,en,Collection
0.654,1.0,7.0,2018-09-12,it,Horror|,na,0.0,na,IT,0.0,2,9,3,int,Collection
2.367,6.0,6.7,2018-10-26,en,Drama|Thriller|Mystery|,na,0.0,Barraca,MX,0.0,4,10,4,en,Collection
2.6710000000000003,3.0,7.0,2018-08-19,en,Comedy|,na,0.0,New Dynamic,US,0.0,6,8,3,en,Collection
0.718,3.0,7.0,2018-11-08,en,Documentary|,na,430000.0,HBO,US,0.0,3,11,4,en,Collection
2.9139999999999997,8.0,7.0,2018-09-22,en,Romance|TV Movie|,na,0.0,Hallmark Entertainment,US,0.0,5,9,3,en,Collection
0.95,1.0,7.0,2018-09-06,en,Drama|,na,0.0,na,GB,0.0,3,9,3,en,Collection
1.0,1.0,7.0,2018-08-23,id,History|,na,0.0,Mooryati Soedibyo Cinema,ID,0.0,3,8,3,int,Collection
0.6509999999999999,1.0,7.0,2018-08-04,fr,Animation|,na,0.0,Miyu Productions,FR,0.0,5,8,3,int,Collection
0.659,1.0,7.0,2018-07-18,he,Drama|,na,0.0,na,na,0.0,2,7,3,int,Collection
1.69,1.0,7.0,2018-11-30,ja,Drama|,na,0.0,"Shochiku Co., Ltd.",JP,0.0,4,11,4,int,Collection
1.271,1.0,7.0,2018-08-04,en,Crime|Documentary|,na,0.0,na,na,0.0,5,8,3,en,Collection
1.516,8.0,7.0,2018-08-15,tl,Comedy|Romance|,na,0.0,IdeaFirst Company,PH,0.0,2,8,3,int,Collection
1.286,2.0,7.0,2018-08-01,th,Drama|Comedy|Romance|,na,0.0,TMOMENT,TH,0.0,2,8,3,int,Collection
0.998,3.0,7.0,2018-08-16,th,Documentary|,na,0.0,Salmon House,TH,0.0,3,8,3,int,Collection
1.6580000000000001,1.0,7.0,2018-06-08,en,Comedy|,na,0.0,Den of Thieves,US,0.0,4,6,2,en,Collection
1.03,4.0,7.0,2018-08-03,ja,Adventure|Fantasy|Animation|Mystery|,na,0.0,XFLAG,JP,0.0,4,8,3,int,Collection
1.021,1.0,7.0,2018-08-01,sv,Documentary|,na,0.0,Samtiden,SE,0.0,2,8,3,int,Collection
0.943,2.0,7.0,2018-08-03,kn,Comedy|Romance|,na,0.0,Pushkar Films,na,0.0,4,8,3,int,Collection
5.938,4.0,7.0,2018-11-02,fr,Drama|,na,0.0,Les productions du moment,CA,0.0,4,11,4,int,Collection
0.659,1.0,7.0,2018-07-30,fr,Documentary|,na,0.0,ARTE,FR,0.0,0,7,3,int,Collection
0.645,1.0,7.0,2018-03-11,ka,Drama|,na,0.0,ArtWay Film,GE,0.0,6,3,1,int,Collection
0.9840000000000001,1.0,7.0,2018-07-30,en,Animation|Horror|,na,0.0,na,US,0.0,0,7,3,en,Collection
1.396,1.0,7.0,2018-04-20,pa,Drama|Family|,na,0.0,Kuausmedia Entertainment,IN,0.0,4,4,2,int,Collection
0.9129999999999999,1.0,7.0,2018-09-03,ar,Drama|,na,0.0,KAF Production,FR,0.0,0,9,3,int,Collection
0.8420000000000001,6.0,7.0,2018-10-01,it,Animation|Documentary|,na,0.0,na,IT,0.0,0,10,4,int,Collection
0.898,1.0,7.0,2018-05-30,en,na|,na,0.0,na,RO,0.0,2,5,2,en,Collection
0.91,1.0,7.0,2018-07-28,es,Comedy|,na,0.0,na,na,0.0,5,7,3,int,Collection
0.8109999999999999,4.0,7.0,2018-09-01,it,Drama|,na,0.0,na,na,0.0,5,9,3,int,Collection
3.5210000000000004,1.0,7.0,2018-07-31,ko,Romance|,na,0.0,na,na,0.0,1,7,3,int,Collection
0.66,1.0,7.0,2018-08-01,tr,Documentary|Mystery|,na,0.0,29P Films,TR,0.0,2,8,3,int,Collection
1.203,1.0,7.0,2018-08-03,zh,Drama|,na,0.0,na,CN,0.0,4,8,3,int,Collection
1.96,1.0,7.0,2018-08-10,de,Drama|,na,0.0,na,DE,0.0,4,8,3,int,Collection
1.181,2.0,7.0,2018-07-19,en,Thriller|Science Fiction|,na,0.0,na,na,0.0,3,7,3,en,Collection
0.9009999999999999,1.0,7.0,2018-07-20,te,Drama|Action|Romance|,na,0.0,Sri Venkateswara Creations,IN,0.0,4,7,3,int,Collection
0.6970000000000001,2.0,7.0,2018-07-20,te,Thriller|Crime|,na,0.0,Manchu Entertainment,IN,0.0,4,7,3,int,Collection
0.643,1.0,7.0,2018-01-25,en,Science Fiction|War|,na,15000.0,na,US,0.0,3,1,1,en,Collection
0.65,1.0,7.0,2018-07-13,kn,Horror|Thriller|,na,0.0,VS Media Enterprises,IN,0.0,4,7,3,int,Collection
0.9009999999999999,1.0,7.0,2018-08-01,ko,Adventure|Animation|Science Fiction|,Hello Carbot the Movie: Collection,3200000.0,Choirock Contents Factory,KR,0.0,2,8,3,int,Collection
0.687,1.0,7.0,2018-01-01,nl,na|,na,0.0,na,na,0.0,0,1,1,int,Collection
1.922,4.0,7.0,2018-08-10,en,Comedy|,na,0.0,Comedy Dynamics,US,0.0,4,8,3,en,Collection
0.649,1.0,7.0,2018-06-10,xx,Documentary|,na,0.0,na,NL,0.0,6,6,2,int,Collection
3.4130000000000003,12.0,7.0,2018-07-07,en,Comedy|,na,0.0,HBO,US,0.0,5,7,3,en,Collection
0.903,1.0,7.0,2018-03-09,en,na|,na,0.0,na,FI,0.0,4,3,1,en,Collection
0.68,2.0,7.0,2018-07-02,de,Documentary|,na,0.0,Beauvoir Films,AT,0.0,0,7,3,int,Collection
0.945,1.0,7.0,2018-06-22,en,Comedy|,na,30000.0,OML Entertainment,IN,0.0,4,6,2,en,Collection
0.648,1.0,7.0,2018-05-30,en,Horror|,na,0.0,na,US,0.0,2,5,2,en,Collection
0.6970000000000001,1.0,7.0,2018-04-13,bn,Drama|Music|,na,0.0,SVF Entertainment,IN,0.0,4,4,2,int,Collection
1.2770000000000001,2.0,7.0,2018-05-14,en,Horror|Thriller|,na,0.0,na,na,0.0,0,5,2,en,Collection
1.4,1.0,7.0,2018-08-25,en,Horror|Comedy|,na,0.0,na,na,0.0,5,8,3,en,Collection
0.652,1.0,7.0,2018-08-09,pt,Documentary|,na,0.0,na,na,0.0,3,8,3,int,Collection
1.194,2.0,7.0,2018-08-19,en,Documentary|Music|,na,0.0,na,na,0.0,6,8,3,en,Collection
2.4330000000000003,3.0,7.0,2018-06-12,en,Drama|,na,0.0,The Long Way Home,US,0.0,1,6,2,en,Collection
2.535,3.0,7.0,2018-06-24,en,Drama|,na,0.0,na,US,0.0,6,6,2,en,Collection
0.657,1.0,7.0,2018-06-20,pl,Drama|,na,0.0,Argomedia Productions,PL,0.0,2,6,2,int,Collection
0.912,1.0,7.0,2018-08-28,en,Documentary|,na,0.0,Carpe Stella Productions,na,0.0,1,8,3,en,Collection
0.653,1.0,7.0,2018-04-20,de,Drama|Thriller|,na,30.0,A.N. pictures,DE,0.0,4,4,2,int,Collection
0.675,2.0,7.0,2018-03-20,en,Comedy|,na,0.0,Comedy Dynamics,na,0.0,1,3,1,en,Collection
1.188,2.0,7.0,2018-03-09,is,Drama|Comedy|Family|,na,0.0,na,IS,0.0,4,3,1,int,Collection
0.907,1.0,7.0,2018-10-22,fr,Animation|,na,0.0,Lardux Films,FR,0.0,0,10,4,int,Collection
0.98,2.0,7.0,2018-06-14,en,Fantasy|Animation|Action|,na,0.0,na,na,0.0,3,6,2,en,Collection
0.995,3.0,7.0,2018-06-15,te,Drama|Romance|,na,0.0,Sridevi Movies,IN,0.0,4,6,2,int,Collection
1.158,1.0,7.0,2018-07-01,de,na|,na,0.0,na,na,0.0,6,7,3,int,Collection
0.649,1.0,7.0,2018-01-24,en,Animation|Comedy|,na,0.0,na,AU,0.0,2,1,1,en,Collection
0.898,1.0,7.0,2018-05-31,es,Drama|History|,na,0.0,Anima Films,PY,0.0,3,5,2,int,Collection
3.345,2.0,7.0,2018-07-06,en,Drama|Comedy|,na,0.0,Two Roads Picture Co.,US,0.0,4,7,3,en,Collection
0.6779999999999999,2.0,7.0,2018-06-09,pt,Documentary|,na,0.0,artemísia filmes,BR,0.0,5,6,2,int,Collection
3.071,3.0,7.0,2018-06-01,de,Drama|Romance|,na,0.0,Crosseyed Bear Fiction,DE,0.0,4,6,2,int,Collection
0.6,1.0,7.0,2018-02-10,en,Fantasy|Comedy|,na,0.0,na,FR,0.0,5,2,1,en,Collection
0.6,1.0,7.0,2018-05-05,ko,na|,na,0.0,na,KR,0.0,5,5,2,int,Collection
2.734,3.0,7.0,2018-06-02,en,Horror|Comedy|,na,0.0,Randy Smith and April Campbell,GB,0.0,5,6,2,en,Collection
1.6969999999999998,1.0,7.0,2018-06-13,ar,na|,na,0.0,na,na,0.0,2,6,2,int,Collection
0.6,1.0,7.0,2018-05-29,zh,Drama|Romance|,na,0.0,na,na,0.0,1,5,2,int,Collection
0.6,1.0,7.0,2018-04-24,lv,Documentary|,na,0.0,Ego Media,CZ,0.0,1,4,2,int,Collection
1.683,1.0,7.0,2018-08-04,ja,Action|Crime|Science Fiction|Mystery|,na,0.0,"Toei Company, Ltd.",JP,0.0,5,8,3,int,Collection
0.653,1.0,7.0,2018-04-04,fr,Drama|Comedy|Romance|,na,0.0,GLADYS GLOVER,FR,0.0,2,4,2,int,Collection
2.9539999999999997,1.0,7.0,2018-06-13,en,Documentary|,na,0.0,na,CA,0.0,2,6,2,en,Collection
1.514,1.0,7.0,2018-03-28,en,Drama|,na,0.0,Bravo!FACT,CA,0.0,2,3,1,en,Collection
0.6,1.0,7.0,2018-03-11,en,Documentary|,na,0.0,na,na,0.0,6,3,1,en,Collection
1.012,2.0,7.0,2018-11-04,es,Drama|,na,0.0,na,CO,0.0,6,11,4,int,Collection
1.9180000000000001,1.0,7.0,2018-06-08,en,Comedy|,na,0.0,Showtime Networks,US,0.0,4,6,2,en,Collection
0.6,1.0,7.0,2018-06-03,ru,na|,na,0.0,na,na,0.0,6,6,2,int,Collection
0.736,2.0,7.0,2018-05-12,ja,Drama|Romance|,na,0.0,Zoa Films,JP,0.0,5,5,2,int,Collection
1.531,1.0,7.0,2018-05-18,en,History|Documentary|,na,0.0,Mammoth Films,IE,0.0,4,5,2,en,Collection
3.6910000000000003,4.0,7.0,2018-05-18,en,Documentary|,na,0.0,BBC Worldwide Americas,FR,0.0,4,5,2,en,Collection
0.6,2.0,7.0,2018-05-04,en,na|,na,0.0,na,na,0.0,4,5,2,en,Collection
1.483,1.0,7.0,2018-06-18,ar,Documentary|,na,0.0,HBO,IT,0.0,0,6,2,int,Collection
2.0669999999999997,1.0,7.0,2018-04-17,en,Drama|Science Fiction|,na,0.0,na,US,0.0,1,4,2,en,Collection
0.6,1.0,7.0,2018-03-24,zh,Documentary|,na,0.0,na,TW,0.0,5,3,1,int,Collection
0.696,2.0,7.0,2018-05-01,en,Horror|,na,0.0,Body Bag Films,GB,0.0,1,5,2,en,Collection
1.297,2.0,7.0,2018-05-05,en,Drama|History|Romance|,na,0.0,Santa Rita Pictures,na,0.0,5,5,2,en,Collection
0.6,1.0,7.0,2018-05-04,pa,Family|,na,0.0,Shri Narotam Ji Production,IN,0.0,4,5,2,int,Collection
0.6,1.0,7.0,2018-05-29,en,Documentary|,na,0.0,na,na,0.0,1,5,2,en,Collection
0.6,2.0,7.0,2018-12-10,de,Thriller|,na,0.0,Bavaria Fiction,DE,0.0,0,12,4,int,Collection
0.903,1.0,7.0,2018-04-23,ca,Comedy|,na,0.0,TV3,ES,0.0,0,4,2,int,Collection
0.98,1.0,7.0,2018-06-04,ru,Drama|Documentary|,na,0.0,New People,RU,0.0,0,6,2,int,Collection
3.745,1.0,7.0,2018-04-30,en,Adventure|Documentary|,na,0.0,na,CA,0.0,0,4,2,en,Collection
0.6,1.0,7.0,2018-04-18,pt,Documentary|,na,0.0,Ninguém Filmes,BR,0.0,2,4,2,int,Collection
3.391,3.0,7.0,2018-05-11,en,Documentary|,na,0.0,Spun Gold TV,US,0.0,4,5,2,en,Collection
3.8369999999999997,2.0,7.0,2018-10-12,ja,na|,na,0.0,"Toei Company, Ltd.",JP,0.0,4,10,4,int,Collection
0.6,2.0,7.0,2018-04-27,fr,Documentary|,na,0.0,na,na,0.0,4,4,2,int,Collection
2.346,1.0,7.0,2018-04-18,en,Documentary|,na,0.0,900 Films,CA,0.0,2,4,2,en,Collection
0.728,3.0,7.0,2018-06-14,de,Drama|,na,0.0,na,na,0.0,3,6,2,int,Collection
0.6,1.0,7.0,2018-04-27,en,Documentary|,na,0.0,Nakba FilmWorks,DE,0.0,4,4,2,en,Collection
0.688,1.0,7.0,2018-04-18,fr,Documentary|,na,0.0,Princesse M,BE,0.0,2,4,2,int,Collection
0.6,2.0,7.0,2018-04-20,lv,Family|,na,0.0,Film Studio Devini,CZ,0.0,4,4,2,int,Collection
1.426,6.0,7.0,2018-08-17,ja,Fantasy|Action|Comedy|Science Fiction|,Gintama Movie Collection,0.0,Warner Bros. Japan,JP,0.0,4,8,3,int,Collection
0.746,1.0,7.0,2018-10-18,ru,Adventure|Comedy|,na,0.0,58.5 production,RU,0.0,3,10,4,int,Collection
0.6940000000000001,1.0,7.0,2018-06-07,es,Drama|,na,0.0,Rizoma Films,AR,0.0,3,6,2,int,Collection
0.654,1.0,7.0,2018-04-15,en,Horror|,na,0.0,na,US,0.0,6,4,2,en,Collection
1.5819999999999999,4.0,7.0,2018-04-11,en,Documentary|,na,0.0,na,na,0.0,2,4,2,en,Collection
2.667,1.0,7.0,2018-04-14,en,Drama|,na,0.0,na,US,0.0,5,4,2,en,Collection
0.975,2.0,7.0,2018-04-26,fr,Documentary|,na,0.0,Canal+,FR,0.0,3,4,2,int,Collection
1.386,5.0,7.0,2018-04-07,nl,Horror|Mystery|,na,0.0,na,BE,0.0,5,4,2,int,Collection
0.688,1.0,7.0,2018-05-12,it,na|,na,0.0,na,IT,0.0,5,5,2,int,Collection
0.813,4.0,7.0,2018-05-18,en,Drama|,na,0.0,na,AU,0.0,4,5,2,en,Collection
0.6,1.0,7.0,2018-05-11,tl,na|,na,0.0,na,PH,0.0,4,5,2,int,Collection
0.74,1.0,7.0,2018-04-10,de,Comedy|TV Movie|,na,0.0,Frische Film,DE,0.0,1,4,2,int,Collection
0.6940000000000001,1.0,7.0,2018-05-26,en,Documentary|,na,0.0,To Scale,US,0.0,5,5,2,en,Collection
1.103,4.0,7.0,2018-12-20,cn,Drama|,na,0.0,na,CN,0.0,3,12,4,int,Collection
0.7290000000000001,1.0,7.0,2018-05-05,en,Drama|Music|Romance|,na,0.0,na,KR,0.0,5,5,2,en,Collection
0.6,1.0,7.0,2018-08-14,ru,Drama|,na,0.0,na,RU,0.0,1,8,3,int,Collection
0.6,1.0,7.0,2018-03-04,fr,Documentary|,na,0.0,na,na,0.0,6,3,1,int,Collection
0.6,2.0,7.0,2018-04-05,it,Animation|,na,0.0,Cthulhu Films,IT,0.0,3,4,2,int,Collection
0.84,1.0,7.0,2018-08-15,ko,War|,na,0.0,Sangnam Film Studio,KR,0.0,2,8,3,int,Collection
0.6,3.0,7.0,2018-11-21,pt,Drama|Documentary|,na,0.0,Uma Pedra no Sapato,PT,0.0,2,11,4,int,Collection
0.6,1.0,7.0,2018-03-09,fi,Comedy|,na,0.0,Citizen Jane Productions Oy,FI,0.0,4,3,1,int,Collection
0.85,1.0,7.0,2018-01-01,en,Documentary|,na,0.0,Independent Television Service (ITVS),US,0.0,0,1,1,en,Collection
0.6,1.0,7.0,2018-02-09,vi,na|,na,0.0,na,na,0.0,4,2,1,int,Collection
1.028,3.0,7.0,2018-11-29,hy,Drama|Action|,na,0.0,Телесто,RU,0.0,3,11,4,int,Collection
0.6,3.0,7.0,2018-03-28,vi,Horror|,na,0.0,na,VN,0.0,2,3,1,int,Collection
2.906,1.0,7.0,2018-02-23,en,Documentary|,na,0.0,na,US,0.0,4,2,1,en,Collection
1.671,7.0,7.0,2018-03-29,es,Comedy|,na,0.0,na,PE,0.0,3,3,1,int,Collection
0.6,2.0,7.0,2018-06-06,ru,Drama|,na,0.0,Пример интонации,RU,0.0,2,6,2,int,Collection
2.377,1.0,7.0,2018-05-25,en,Horror|,na,0.0,na,US,0.0,4,5,2,en,Collection
2.9139999999999997,1.0,7.0,2018-03-19,en,Documentary|,na,0.0,Wild Pictures,GB,0.0,0,3,1,en,Collection
0.6,1.0,7.0,2018-02-01,en,Drama|Romance|,na,0.0,Coco Tree Entertainment,na,0.0,3,2,1,en,Collection
3.553,3.0,7.0,2018-03-22,en,Documentary|,na,0.0,Dead Mouse Productions,US,0.0,3,3,1,en,Collection
2.6639999999999997,1.0,7.0,2018-04-21,en,Documentary|,na,0.0,Multitude Films,US,0.0,5,4,2,en,Collection
1.08,3.0,7.0,2018-03-10,en,Drama|,na,0.0,Solaris Pictures,IN,0.0,5,3,1,en,Collection
0.773,2.0,7.0,2018-01-05,ja,Comedy|,na,0.0,na,na,0.0,4,1,1,int,Collection
0.6990000000000001,2.0,7.0,2018-03-16,es,Documentary|,na,0.0,na,na,0.0,4,3,1,int,Collection
0.7020000000000001,1.0,7.0,2018-09-14,en,Documentary|,na,0.0,na,GB,0.0,4,9,3,en,Collection
0.902,1.0,7.0,2018-03-09,es,Drama|Comedy|,na,200000.0,na,CL,0.0,4,3,1,int,Collection
0.727,1.0,7.0,2018-03-14,es,Drama|,na,0.0,Abaca Films,EC,0.0,2,3,1,int,Collection
0.69,1.0,7.0,2018-04-06,en,Documentary|,na,0.0,Catbird Productions,CA,0.0,4,4,2,en,Collection
0.6,1.0,7.0,2018-03-23,tr,Comedy|,na,0.0,Mor Koyun,TR,0.0,4,3,1,int,Collection
0.6,1.0,7.0,2018-03-08,es,Documentary|,na,0.0,Centro de Capacitación Cinematográfica (CCC),MX,0.0,3,3,1,int,Collection
0.977,1.0,7.0,2018-03-02,en,Documentary|,na,0.0,na,na,0.0,4,3,1,en,Collection
1.886,3.0,7.0,2018-03-06,en,Documentary|,na,0.0,Fred Rogers Productions,na,0.0,1,3,1,en,Collection
1.275,1.0,7.0,2018-01-04,en,Fantasy|Drama|,na,0.0,Aiken Heart Films,CA,0.0,3,1,1,en,Collection
0.6,1.0,7.0,2018-02-22,cs,Drama|Comedy|Romance|,na,0.0,Flamesite,CZ,0.0,3,2,1,int,Collection
0.6,2.0,7.0,2018-01-03,fr,Documentary|,na,0.0,na,FR,0.0,2,1,1,int,Collection
0.6,3.0,7.0,2018-02-28,fr,Documentary|,na,0.0,Brainworks,na,0.0,2,2,1,int,Collection
0.728,1.0,7.0,2018-02-28,tl,Comedy|,na,0.0,Viva Films,PH,0.0,2,2,1,int,Collection
1.0170000000000001,2.0,7.0,2018-03-01,ar,Comedy|,na,0.0,CREATIVE ARAB TALENT,LB,0.0,3,3,1,int,Collection
0.6940000000000001,1.0,7.0,2018-01-18,en,Fantasy|Animation|Action|Thriller|,na,0.0,Plot Point Studios,CO,0.0,3,1,1,en,Collection
0.988,1.0,7.0,2018-01-19,en,Documentary|,na,0.0,Small Gigantic LLC,US,0.0,4,1,1,en,Collection
0.6,1.0,7.0,2018-03-10,de,Crime|,na,0.0,Satel Film GmbH,AT,0.0,5,3,1,int,Collection
0.7070000000000001,1.0,7.0,2018-11-28,en,Drama|,na,0.0,Invisible Republic,AU,0.0,2,11,4,en,Collection
0.688,1.0,7.0,2018-02-18,ar,Drama|Comedy|,na,0.0,London Film School,GB,0.0,6,2,1,int,Collection
1.49,1.0,7.0,2018-03-02,en,Drama|Thriller|,na,0.0,Endzone Films,CA,0.0,4,3,1,en,Collection
0.894,1.0,7.0,2018-02-24,de,Documentary|,na,0.0,NFP,DE,0.0,5,2,1,int,Collection
0.895,1.0,7.0,2018-03-16,no,Documentary|,na,0.0,Momento Film,NO,0.0,4,3,1,int,Collection
0.6,1.0,7.0,2018-02-03,pl,Drama|,na,0.0,"Panstwowa Wyzsza Szkola Filmowa, Telewizyjna i Teatralna (PWSFTviT)",PL,0.0,5,2,1,int,Collection
2.066,3.0,7.0,2018-07-07,en,Drama|TV Movie|,na,0.0,N.B Thrilling Films 8,CA,0.0,5,7,3,en,Collection
2.387,3.0,7.0,2018-09-29,ja,Fantasy|Animation|Drama|,na,0.0,Shuka,JP,0.0,5,9,3,int,Collection
0.924,2.0,7.0,2018-02-20,en,Documentary|TV Movie|,na,0.0,Tigerlily Films,GB,0.0,1,2,1,en,Collection
0.6,1.0,7.0,2018-03-10,en,Comedy|,na,0.0,na,na,0.0,5,3,1,en,Collection
0.6970000000000001,1.0,7.0,2018-04-15,fr,Drama|Comedy|,na,0.0,Antipod Médias Productions,FR,0.0,6,4,2,int,Collection
1.2890000000000001,1.0,7.0,2018-07-27,te,Fantasy|Action|Romance|,na,0.0,Abhishek Pictures,IN,0.0,4,7,3,int,Collection
0.6,2.0,7.0,2018-03-16,tr,Comedy|,na,0.0,BKM,TR,0.0,4,3,1,int,Collection
2.188,2.0,7.0,2018-08-10,en,Drama|Crime|Mystery|,na,0.0,CanAmPac3,CA,0.0,4,8,3,en,Collection
0.6,1.0,7.0,2018-02-21,pt,na|,na,0.0,Karõ Filmes,BR,0.0,2,2,1,int,Collection
0.6,1.0,7.0,2018-01-19,en,na|,na,0.0,na,na,0.0,4,1,1,en,Collection
0.6,1.0,7.0,2018-02-16,pt,Drama|,na,0.0,na,BR,0.0,4,2,1,int,Collection
0.9079999999999999,1.0,7.0,2018-02-11,cs,Drama|TV Movie|,Příběh Renáty Soukupové,0.0,Česká televize,CZ,0.0,6,2,1,int,Collection
0.769,1.0,7.0,2018-02-11,fr,Drama|,na,0.0,Fury Productions,BR,0.0,6,2,1,int,Collection
1.024,3.0,7.0,2018-02-03,fr,Comedy|,na,0.0,Offshore,BE,0.0,5,2,1,int,Collection
0.6,1.0,7.0,2018-01-13,de,Documentary|,na,0.0,Taglicht Media,DE,0.0,5,1,1,int,Collection
1.272,2.0,7.0,2018-02-01,en,Drama|Crime|,na,58.0,na,NZ,0.0,3,2,1,en,Collection
0.706,1.0,7.0,2018-02-20,fa,Drama|,na,0.0,na,IR,0.0,1,2,1,int,Collection
3.596,18.0,7.0,2018-06-21,en,Comedy|Thriller|,na,1403910.0,Label,AU,0.0,3,6,2,en,Collection
0.6,1.0,7.0,2018-02-06,fr,Documentary|,na,0.0,na,FR,0.0,1,2,1,int,Collection
0.6,1.0,7.0,2018-02-01,zh,Adventure|Animation|,3 Little Pigs collection,0.0,na,CN,0.0,3,2,1,int,Collection
2.062,2.0,7.0,2018-02-02,en,Comedy|,na,0.0,Ides of March Productions,US,0.0,4,2,1,en,Collection
0.6,2.0,7.0,2018-02-01,fr,Comedy|,na,0.0,na,FR,0.0,3,2,1,int,Collection
0.7340000000000001,1.0,7.0,2018-03-18,es,Documentary|,na,0.0,Apertura Films,AR,0.0,6,3,1,int,Collection
1.334,1.0,7.0,2018-07-13,en,Documentary|,na,0.0,na,na,0.0,4,7,3,en,Collection
3.782,1.0,7.0,2018-03-10,en,Documentary|,na,0.0,na,US,0.0,5,3,1,en,Collection
3.175,1.0,7.0,2018-03-12,en,History|Documentary|,na,0.0,Alpha Dogs,NI,0.0,0,3,1,en,Collection
0.6,1.0,7.0,2018-03-11,en,Documentary|,na,0.0,na,na,0.0,6,3,1,en,Collection
0.792,5.0,7.0,2018-02-16,es,Drama|,na,0.0,na,AR,0.0,4,2,1,int,Collection
