popularity,vote_count_x,vote_average_x,release_date,original_language_x,genre_ids,belongs_to_collection,budget,production_companies,production_countries,revenue,day_of_week,month,quarter,en_int_lang,collection
1.207,1.0,5.0,2018-09-15,en,na|,na,0.0,na,na,0.0,5,9,3,en,Collection
1.4,2.0,5.0,2018-09-27,es,Drama|,na,0.0,Varsovia,AR,0.0,3,9,3,int,Collection
1.055,2.0,5.0,2018-09-20,en,Adventure|Fantasy|Horror|Mystery|,na,0.0,The LAB,NL,0.0,3,9,3,en,Collection
0.644,1.0,5.0,2018-03-04,en,Animation|,na,0.0,na,na,0.0,6,3,1,en,Collection
1.087,3.0,5.0,2018-10-26,ml,Drama|Comedy|,na,0.0,Vaishaka Movies,IN,0.0,4,10,4,int,Collection
0.647,1.0,5.0,2018-05-08,zh,Animation|Science Fiction|,na,0.0,na,CN,0.0,1,5,2,int,Collection
2.792,3.0,5.0,2018-09-02,en,Thriller|,na,0.0,na,na,0.0,6,9,3,en,Collection
1.4,1.0,5.0,2018-04-14,en,Drama|,na,0.0,na,US,0.0,5,4,2,en,Collection
1.153,1.0,5.0,2018-08-29,ru,Documentary|,na,0.0,Amur Waves,RU,0.0,2,8,3,int,Collection
0.73,2.0,5.0,2018-07-02,de,Drama|,na,0.0,Klaus Lemke Filmproduktion,DE,0.0,0,7,3,int,Collection
2.793,3.0,5.0,2018-11-22,en,Action|,na,896628.0,Echolands Creative Group,CA,0.0,3,11,4,en,Collection
1.7519999999999998,9.0,5.0,2018-11-01,ru,Horror|,na,1000000.0,na,na,0.0,3,11,4,int,Collection
1.4,3.0,5.0,2018-09-07,te,Drama|,na,0.0,na,IN,0.0,4,9,3,int,Collection
2.12,3.0,5.0,2018-12-24,en,Horror|,na,0.0,BBC Four,GB,0.0,0,12,4,en,Collection
2.1180000000000003,1.0,5.0,2018-03-15,en,Horror|Thriller|,na,500000.0,AEC Studios,US,0.0,3,3,1,en,Collection
0.9520000000000001,1.0,5.0,2018-10-11,id,Drama|,na,0.0,IFI Sinema,ID,0.0,3,10,4,int,Collection
1.4809999999999999,1.0,5.0,2018-06-13,en,Documentary|,na,0.0,na,na,0.0,2,6,2,en,Collection
0.654,1.0,5.0,2018-09-07,ja,Drama|,na,0.0,Mystigri Pictures,CN,0.0,4,9,3,int,Collection
0.953,1.0,5.0,2018-04-09,en,na|,na,0.0,na,na,0.0,0,4,2,en,Collection
1.114,4.0,5.0,2018-09-14,ml,Action|Comedy|Thriller|,na,0.0,Weekend Blockbusters,IN,0.0,4,9,3,int,Collection
0.659,1.0,5.0,2018-07-28,de,Documentary|,na,0.0,Made In Germany Filmproduktion,na,0.0,5,7,3,int,Collection
0.654,1.0,5.0,2018-09-08,zh,Drama|,na,0.0,na,DE,0.0,5,9,3,int,Collection
0.925,1.0,5.0,2018-08-03,zh,na|,na,0.0,na,CN,0.0,4,8,3,int,Collection
1.484,1.0,5.0,2018-03-30,en,Comedy|,na,0.0,Comedy Dynamics,na,0.0,4,3,1,en,Collection
0.9840000000000001,2.0,5.0,2018-08-08,sv,Drama|,na,0.0,Verket Produktion,SE,0.0,2,8,3,int,Collection
3.187,1.0,5.0,2018-08-01,en,na|,na,0.0,Surrender Cinema,US,0.0,2,8,3,en,Collection
0.94,1.0,5.0,2018-04-20,en,Drama|Comedy|,na,0.0,na,IN,0.0,4,4,2,en,Collection
0.9059999999999999,1.0,5.0,2018-06-01,ro,Animation|,na,0.0,Aparte Film,RO,0.0,4,6,2,int,Collection
2.083,1.0,5.0,2018-08-07,en,Western|,na,0.0,Papa Octopus Productions,US,0.0,1,8,3,en,Collection
0.655,1.0,5.0,2018-09-20,en,Science Fiction|,na,0.0,na,US,0.0,3,9,3,en,Collection
0.846,4.0,5.0,2018-08-02,es,Drama|,na,0.0,Pucara Cine,BO,0.0,3,8,3,int,Collection
0.653,1.0,5.0,2018-09-05,sr,Drama|,na,0.0,Meander Film,ME,0.0,2,9,3,int,Collection
1.912,3.0,5.0,2018-01-06,en,Science Fiction|,na,0.0,na,na,0.0,5,1,1,en,Collection
0.695,2.0,5.0,2018-08-31,hu,Drama|,na,0.0,PF Films,HU,0.0,4,8,3,int,Collection
0.9009999999999999,1.0,5.0,2018-07-24,pl,Drama|Comedy|,na,0.0,na,na,0.0,1,7,3,int,Collection
0.6629999999999999,1.0,5.0,2018-09-06,fa,Drama|,na,0.0,na,IR,0.0,3,9,3,int,Collection
0.706,1.0,5.0,2018-06-22,ja,Drama|Romance|,na,0.0,Broadmedia Studios,JP,0.0,4,6,2,int,Collection
0.65,1.0,5.0,2018-07-16,fr,na|,na,0.0,na,FR,0.0,0,7,3,int,Collection
0.903,1.0,5.0,2018-08-29,ar,Comedy|Romance|,na,0.0,Refugee Club,DE,0.0,2,8,3,int,Collection
2.093,2.0,5.0,2018-10-19,en,Drama|,na,0.0,na,TW,0.0,4,10,4,en,Collection
0.652,1.0,5.0,2018-08-08,pt,na|,na,0.0,na,BR,0.0,2,8,3,int,Collection
0.6940000000000001,2.0,5.0,2018-08-07,zh,Documentary|,na,0.0,Beauvoir Films,DE,0.0,1,8,3,int,Collection
1.022,5.0,5.0,2018-08-07,ar,Drama|,na,0.0,Stalker Production,FR,0.0,1,8,3,int,Collection
0.653,1.0,5.0,2018-04-06,en,Documentary|,na,0.0,na,na,0.0,4,4,2,en,Collection
1.4,1.0,5.0,2018-08-06,en,Drama|,na,0.0,na,na,0.0,0,8,3,en,Collection
0.649,1.0,5.0,2018-06-29,de,Drama|,na,0.0,na,DE,0.0,4,6,2,int,Collection
0.6509999999999999,1.0,5.0,2018-07-21,pt,na|,na,0.0,O Som e a Fúria,PT,0.0,5,7,3,int,Collection
0.66,1.0,5.0,2018-07-20,pt,Documentary|,na,0.0,na,PE,0.0,4,7,3,int,Collection
0.6509999999999999,1.0,5.0,2018-07-19,en,Drama|Documentary|,na,0.0,Hjärta Nikki,SE,0.0,3,7,3,en,Collection
0.9,1.0,5.0,2018-07-15,en,Horror|,na,0.0,blazing arrow media,AU,0.0,6,7,3,en,Collection
0.654,1.0,5.0,2018-04-24,en,Horror|,na,0.0,Pilot Light VFX & VR,US,0.0,1,4,2,en,Collection
0.9,1.0,5.0,2018-07-17,pt,Drama|,na,0.0,Sofia De Sousa C.R.I.M. Produções,PT,0.0,1,7,3,int,Collection
1.189,1.0,5.0,2018-01-06,en,Drama|,na,0.0,JamesWorks Entertainment,US,0.0,5,1,1,en,Collection
1.4,2.0,5.0,2018-07-12,ja,Animation|Comedy|Romance|,na,0.0,na,JP,0.0,3,7,3,int,Collection
1.238,2.0,5.0,2018-07-27,hi,Drama|Action|Thriller|,Saheb Biwi Aur Gangster Collection,0.0,Jar Pictures,IN,0.0,4,7,3,int,Collection
1.905,5.0,5.0,2018-07-01,en,Action|,na,0.0,Engenius Productions,US,0.0,6,7,3,en,Collection
2.381,5.0,5.0,2018-07-03,en,Action|,na,0.0,Screen Media,CA,0.0,1,7,3,en,Collection
0.899,1.0,5.0,2018-06-21,es,Comedy|,na,0.0,Valcine,AR,0.0,3,6,2,int,Collection
2.39,2.0,5.0,2018-08-25,en,Horror|Science Fiction|,na,0.0,Wanderland Productions,GB,0.0,5,8,3,en,Collection
0.7090000000000001,2.0,5.0,2018-08-30,es,Romance|,na,0.0,Bazooka Films,MX,0.0,3,8,3,int,Collection
5.66,8.0,5.0,2018-01-07,en,Comedy|,na,0.0,Eat Media,US,0.0,6,1,1,en,Collection
2.127,1.0,5.0,2018-06-28,id,Drama|Horror|,na,0.0,Dee Company,ID,0.0,3,6,2,int,Collection
0.6920000000000001,2.0,5.0,2018-07-05,id,Comedy|,na,0.0,MD Pictures,ID,0.0,3,7,3,int,Collection
0.975,1.0,5.0,2018-01-14,de,Drama|TV Movie|,na,0.0,UFA Fiction,DE,0.0,6,1,1,int,Collection
0.649,1.0,5.0,2018-06-19,de,Documentary|,na,0.0,Bildersturm Filmproduktion GmbH,DE,0.0,1,6,2,int,Collection
2.166,1.0,5.0,2018-11-16,tr,Comedy|Romance|,na,0.0,na,na,0.0,4,11,4,int,Collection
2.035,1.0,5.0,2018-05-12,en,Drama|,na,0.0,na,na,0.0,5,5,2,en,Collection
0.6,1.0,5.0,2018-11-13,de,History|,na,0.0,Gebrueder Beetz Filmproduktion Lüneburg GmbH,DE,0.0,1,11,4,int,Collection
0.6940000000000001,2.0,5.0,2018-03-30,tr,Comedy|Family|,na,0.0,BKM,TR,0.0,4,3,1,int,Collection
1.534,1.0,5.0,2018-06-30,en,Drama|Crime|TV Movie|,na,0.0,na,na,0.0,5,6,2,en,Collection
1.02,1.0,5.0,2018-07-01,en,Comedy|Romance|,na,0.0,na,LV,0.0,6,7,3,en,Collection
0.701,1.0,5.0,2018-06-13,de,Family|,... mit Hindernissen - Filmreihe,0.0,Ariane Krampe Filmproduktion,DE,0.0,2,6,2,int,Collection
1.286,1.0,5.0,2018-06-07,ru,Drama|Action|War|,na,0.0,Mosfilm,RU,0.0,3,6,2,int,Collection
0.6,1.0,5.0,2018-06-14,pt,na|,na,0.0,na,BR,0.0,3,6,2,int,Collection
1.6740000000000002,1.0,5.0,2018-06-22,ro,Drama|,na,0.0,Popski Film,RO,0.0,4,6,2,int,Collection
1.518,2.0,5.0,2018-06-15,id,Horror|,na,0.0,Sky Media,ID,0.0,4,6,2,int,Collection
1.176,2.0,5.0,2018-06-15,id,Drama|Romance|,na,0.0,RA Pictures,ID,0.0,4,6,2,int,Collection
0.6,2.0,5.0,2018-05-25,ta,Drama|Comedy|,na,0.0,na,IN,0.0,4,5,2,int,Collection
0.6,1.0,5.0,2018-05-10,tl,Documentary|,na,0.0,na,PH,0.0,3,5,2,int,Collection
1.047,2.0,5.0,2018-05-17,en,Documentary|Music|,na,0.0,na,na,0.0,3,5,2,en,Collection
0.6,1.0,5.0,2018-05-11,de,Documentary|,na,0.0,Kobalt Productions,DE,0.0,4,5,2,int,Collection
0.652,1.0,5.0,2018-02-16,vi,Comedy|Romance|,na,0.0,na,VN,0.0,4,2,1,int,Collection
0.726,2.0,5.0,2018-05-16,es,Documentary|,na,0.0,na,na,0.0,2,5,2,int,Collection
0.76,1.0,5.0,2018-05-11,zh,Drama|Crime|Mystery|,na,0.0,na,na,0.0,4,5,2,int,Collection
4.078,1.0,5.0,2018-05-18,en,Documentary|Music|,na,0.0,na,GB,0.0,4,5,2,en,Collection
0.6,1.0,5.0,2018-08-02,es,na|,na,0.0,na,CO,0.0,3,8,3,int,Collection
0.6,1.0,5.0,2018-10-04,en,Mystery|,na,0.0,Ihode Management,FI,0.0,3,10,4,en,Collection
0.91,1.0,5.0,2018-05-10,es,Adventure|Animation|,na,0.0,Zinkia Entertainment,ES,0.0,3,5,2,int,Collection
1.889,5.0,5.0,2018-06-27,fr,Comedy|,na,0.0,Vigo Films,FR,0.0,2,6,2,int,Collection
2.037,1.0,5.0,2018-01-28,en,Drama|Thriller|TV Movie|,na,1000000.0,3Brane Entertainment,CA,0.0,6,1,1,en,Collection
3.514,11.0,5.0,2018-06-30,en,Science Fiction|,na,0.0,Snowfort Pictures,US,0.0,5,6,2,en,Collection
0.607,3.0,5.0,2018-05-03,it,Comedy|,na,0.0,na,na,0.0,3,5,2,int,Collection
0.838,1.0,5.0,2018-05-04,ta,Comedy|Romance|,na,0.0,Lady Dreams Cinema,IN,0.0,4,5,2,int,Collection
0.7809999999999999,2.0,5.0,2018-04-27,en,Drama|Thriller|Mystery|Romance|,na,0.0,Surinder Films,IN,0.0,4,4,2,en,Collection
0.6,2.0,5.0,2018-04-28,de,History|Documentary|TV Movie|,na,0.0,Gruppe 5 Filmproduktion,DE,0.0,5,4,2,int,Collection
3.2089999999999996,7.0,5.0,2018-07-20,en,Thriller|,na,0.0,Kandoo Films,US,0.0,4,7,3,en,Collection
4.325,167.0,5.0,2018-05-10,it,na|,na,0.0,Vision Distribution,IT,0.0,3,5,2,int,Collection
1.331,3.0,5.0,2018-08-02,es,Drama|Romance|,na,0.0,Niebla Producciones,CL,0.0,3,8,3,int,Collection
1.3719999999999999,2.0,5.0,2018-12-21,ja,Comedy|Romance|,na,0.0,"Toho Company, Ltd.",JP,0.0,4,12,4,int,Collection
0.6,1.0,5.0,2018-04-20,de,na|,na,0.0,Tobias Mennle Filmproduktion,DE,0.0,4,4,2,int,Collection
0.759,3.0,5.0,2018-04-21,fi,Horror|Comedy|,na,0.0,Suomen Elokuvasäätiö,FI,0.0,5,4,2,int,Collection
0.6,1.0,5.0,2018-04-14,nl,na|,na,0.0,ritcs,BE,0.0,5,4,2,int,Collection
0.6,1.0,5.0,2018-04-16,fr,na|,na,0.0,na,FR,0.0,0,4,2,int,Collection
1.344,4.0,5.0,2018-05-20,en,Science Fiction|,na,0.0,Squaredsquare Films,HR,0.0,6,5,2,en,Collection
0.6,1.0,5.0,2018-06-11,fr,Drama|Thriller|,na,0.0,Les Films du Scarabée,BE,0.0,0,6,2,int,Collection
0.6940000000000001,1.0,5.0,2018-06-12,ru,Documentary|,na,0.0,Кинокомпания «Магнетик»,RU,0.0,1,6,2,int,Collection
0.943,2.0,5.0,2018-05-24,ru,Adventure|Animation|Comedy|Family|,na,0.0,Melnitsa Animation Studio,RU,0.0,3,5,2,int,Collection
2.99,1.0,5.0,2018-08-23,ru,Fantasy|Animation|,na,0.0,Licensing Brands,RU,0.0,3,8,3,int,Collection
0.8540000000000001,1.0,4.0,2018-05-16,fi,Drama|,na,84000.0,Aamu Film Company,FI,0.0,2,5,2,int,Collection
0.6,2.0,5.0,2018-03-01,ky,Drama|Action|Music|,na,0.0,na,KG,0.0,3,3,1,int,Collection
0.6,1.0,5.0,2018-08-10,en,Documentary|,na,0.0,na,na,0.0,4,8,3,en,Collection
0.69,1.0,5.0,2018-04-23,ru,Documentary|,na,0.0,Sana Studio,RU,0.0,0,4,2,int,Collection
0.6,1.0,5.0,2018-04-14,en,Documentary|,na,0.0,Rainer Komers Filmproduktion,DE,0.0,5,4,2,en,Collection
0.726,1.0,5.0,2018-02-22,en,na|,na,0.0,na,na,0.0,3,2,1,en,Collection
0.6,1.0,5.0,2018-04-14,de,Drama|,na,0.0,na,DE,0.0,5,4,2,int,Collection
0.655,1.0,5.0,2018-05-24,de,Documentary|,na,0.0,Blueprint Film,DE,0.0,3,5,2,int,Collection
0.6,1.0,5.0,2018-05-12,fa,na|,na,0.0,na,IR,0.0,5,5,2,int,Collection
0.764,2.0,5.0,2018-05-15,es,Fantasy|,na,0.0,Elëctrica Productora,CL,0.0,1,5,2,int,Collection
0.6,1.0,5.0,2018-03-09,es,Drama|,na,0.0,Mammut Films SL,ES,0.0,4,3,1,int,Collection
0.6,1.0,5.0,2018-08-09,af,Adventure|,na,0.0,The Film Factory,na,0.0,3,8,3,int,Collection
0.687,1.0,5.0,2018-01-18,en,Animation|Horror|Mystery|,na,0.0,Unity Technologies,na,0.0,3,1,1,en,Collection
0.748,3.0,5.0,2018-08-02,ru,Comedy|,na,0.0,Sreda,RU,0.0,3,8,3,int,Collection
0.6,1.0,5.0,2018-07-16,en,na|,na,0.0,na,na,0.0,0,7,3,en,Collection
6.752000000000001,14.0,4.9,2018-04-07,en,Thriller|TV Movie|,na,0.0,Incendo Productions,CA,0.0,5,4,2,en,Collection
1.4,2.0,5.0,2018-04-14,es,Animation|,na,0.0,na,na,0.0,5,4,2,int,Collection
0.695,1.0,5.0,2018-06-28,pt,Drama|Mystery|,na,0.0,na,na,0.0,3,6,2,int,Collection
1.014,1.0,5.0,2018-02-09,en,Action|Thriller|,na,0.0,na,na,0.0,4,2,1,en,Collection
0.84,2.0,5.0,2018-01-24,en,Drama|Comedy|,na,0.0,na,AT,0.0,2,1,1,en,Collection
1.5290000000000001,2.0,5.0,2018-03-31,en,Drama|,na,0.0,Illuminations,GB,0.0,5,3,1,en,Collection
1.818,2.0,5.0,2018-03-30,en,Drama|Comedy|,na,0.0,na,US,0.0,4,3,1,en,Collection
0.9540000000000001,1.0,5.0,2018-08-20,es,Drama|Thriller|,na,0.0,Rodeo Films,AR,0.0,0,8,3,int,Collection
0.6,1.0,5.0,2018-03-22,th,Drama|,na,0.0,Pla Pen Wai Thuan Nam Studio,TH,0.0,3,3,1,int,Collection
0.727,1.0,5.0,2018-03-20,en,na|,na,0.0,na,na,0.0,1,3,1,en,Collection
3.716,13.0,5.0,2018-03-27,en,Horror|Thriller|,na,0.0,West Arts,US,0.0,1,3,1,en,Collection
1.296,2.0,5.0,2018-04-12,de,Drama|Crime|,na,0.0,Frisbeefilms,na,0.0,3,4,2,int,Collection
0.6,1.0,5.0,2018-10-01,de,Comedy|,na,0.0,na,DE,0.0,0,10,4,int,Collection
0.6,2.0,5.0,2018-04-07,de,Animation|,na,0.0,na,DE,0.0,5,4,2,int,Collection
0.6890000000000001,1.0,5.0,2018-03-09,en,Horror|,na,0.0,na,na,0.0,4,3,1,en,Collection
3.326,1.0,5.0,2018-06-08,en,Drama|,na,0.0,Whiskaye Films,CA,0.0,4,6,2,en,Collection
0.6,1.0,5.0,2018-01-15,es,Drama|,na,0.0,Doce Entertainment,na,0.0,0,1,1,int,Collection
0.6,2.0,5.0,2018-04-05,de,Documentary|,na,0.0,na,DE,0.0,3,4,2,int,Collection
1.0290000000000001,1.0,5.0,2018-03-15,en,na|,na,0.0,Multi Cahaya Dimensi,ID,0.0,3,3,1,en,Collection
1.817,3.0,5.0,2018-03-14,en,Drama|Comedy|Romance|,na,0.0,Idle Productions,CA,0.0,2,3,1,en,Collection
0.9570000000000001,1.0,5.0,2018-12-01,de,Thriller|,na,0.0,ZDF,DE,0.0,5,12,4,int,Collection
0.6859999999999999,1.0,5.0,2018-02-27,en,Documentary|Science Fiction|,na,0.0,na,na,0.0,1,2,1,en,Collection
0.6,1.0,5.0,2018-02-03,en,Documentary|,na,0.0,Xbo films,FR,0.0,5,2,1,en,Collection
2.298,3.0,5.0,2018-08-24,en,Horror|Thriller|,na,0.0,Barnofo,US,0.0,4,8,3,en,Collection
1.024,1.0,5.0,2018-01-19,en,Documentary|,na,0.0,na,na,0.0,4,1,1,en,Collection
0.659,1.0,5.0,2018-02-19,en,na|,na,0.0,na,na,0.0,0,2,1,en,Collection
1.2309999999999999,1.0,5.0,2018-01-18,en,Drama|Crime|,na,0.0,na,na,0.0,3,1,1,en,Collection
0.89,1.0,5.0,2018-02-13,en,na|,na,0.0,na,na,0.0,1,2,1,en,Collection
1.079,1.0,5.0,2018-08-09,en,Horror|,na,0.0,na,na,0.0,3,8,3,en,Collection
2.678,6.0,5.0,2018-05-07,en,War|,na,0.0,Rambunxious Entertainment,CA,0.0,0,5,2,en,Collection
0.6,1.0,5.0,2018-07-18,pt,Drama|,na,0.0,na,PT,0.0,2,7,3,int,Collection
0.644,1.0,5.0,2018-02-12,en,na|,na,0.0,na,na,0.0,0,2,1,en,Collection
0.6,1.0,5.0,2018-01-23,en,Comedy|Family|,na,0.0,na,na,0.0,1,1,1,en,Collection
0.6,1.0,5.0,2018-02-03,de,History|Documentary|,na,0.0,Lion Television,GB,0.0,5,2,1,int,Collection
0.9129999999999999,1.0,5.0,2018-02-08,fa,Drama|,na,0.0,na,IR,0.0,3,2,1,int,Collection
4.401,33.0,5.0,2018-03-12,en,Horror|,na,0.0,Hood River Entertainment,US,0.0,0,3,1,en,Collection
0.6,1.0,5.0,2018-11-29,pt,Documentary|,na,0.0,Red Desert Films,PT,0.0,3,11,4,int,Collection
0.69,1.0,5.0,2018-02-01,zh,Fantasy|Thriller|Mystery|,na,0.0,na,CN,0.0,3,2,1,int,Collection
2.225,11.0,5.0,2018-02-08,en,Thriller|,na,0.0,Automatik Entertainment,US,0.0,3,2,1,en,Collection
1.149,6.0,5.0,2018-07-13,ml,Thriller|,na,0.0,Moonshot Entertainments,IN,0.0,4,7,3,int,Collection
0.983,1.0,5.0,2018-03-12,en,Drama|Comedy|,na,0.0,na,na,0.0,0,3,1,en,Collection
1.96,1.0,5.0,2018-03-12,en,Documentary|,na,0.0,na,US,0.0,0,3,1,en,Collection
2.4,2.0,5.0,2018-04-21,en,Drama|Comedy|Romance|,na,0.0,BRIC TV,US,0.0,5,4,2,en,Collection
0.6,2.0,5.0,2018-05-01,de,Adventure|,na,0.0,na,DE,0.0,1,5,2,int,Collection
1.264,1.0,5.0,2018-02-26,en,Documentary|,na,0.0,na,GB,0.0,0,2,1,en,Collection
1.032,2.0,5.0,2018-05-08,en,Drama|,na,0.0,Dark Army Studio,HK,0.0,1,5,2,en,Collection
0.743,1.0,5.0,2018-05-26,ja,Fantasy|Drama|,na,0.0,Kaninga Pictures,JP,0.0,5,5,2,int,Collection
1.6130000000000002,4.0,5.0,2018-04-25,en,Drama|,na,0.0,na,FR,0.0,2,4,2,en,Collection
0.68,1.0,5.0,2018-02-18,ln,Documentary|,na,0.0,Les Productions de l'Oeil Sauvage,NO,0.0,6,2,1,int,Collection
0.738,1.0,5.0,2018-02-08,en,na|,na,0.0,na,na,0.0,3,2,1,en,Collection
1.8130000000000002,2.0,5.0,2018-01-23,en,Family|,na,0.0,na,US,0.0,1,1,1,en,Collection
1.168,5.0,5.0,2018-01-26,en,Thriller|,na,0.0,na,na,0.0,4,1,1,en,Collection
0.6,1.0,5.0,2018-01-25,es,na|,na,0.0,na,MX,0.0,3,1,1,int,Collection
0.99,1.0,5.0,2018-02-16,en,Documentary|,na,0.0,na,LB,0.0,4,2,1,en,Collection
0.956,1.0,5.0,2018-08-30,en,Drama|Comedy|,na,0.0,Corner Table Productions,AU,0.0,3,8,3,en,Collection
0.643,1.0,5.0,2018-01-29,zh,na|,na,0.0,na,CN,0.0,0,1,1,int,Collection
2.9789999999999996,2.0,5.0,2018-03-01,en,History|Documentary|,na,0.0,na,GB,0.0,3,3,1,en,Collection
2.278,1.0,5.0,2018-02-17,en,Documentary|,na,0.0,na,CA,0.0,5,2,1,en,Collection
0.6,1.0,5.0,2018-02-22,de,Drama|,na,0.0,na,US,0.0,3,2,1,int,Collection
0.762,4.0,5.0,2018-01-12,kn,Drama|Comedy|,na,0.0,Paramvah Studios,IN,0.0,4,1,1,int,Collection
0.6,1.0,5.0,2018-01-25,de,Drama|,na,0.0,HILDEBRANDT FILM GmbH,DE,0.0,3,1,1,int,Collection
1.176,1.0,5.0,2018-01-13,en,na|,na,0.0,na,na,0.0,5,1,1,en,Collection
0.6,2.0,5.0,2018-01-27,pt,na|,na,0.0,na,BR,0.0,5,1,1,int,Collection
0.6559999999999999,1.0,5.0,2018-01-11,es,Fantasy|,na,0.0,Alma Films,BO,0.0,3,1,1,int,Collection
2.529,2.0,5.0,2018-01-01,en,Comedy|Science Fiction|,na,0.0,Seduction Cinema,US,0.0,0,1,1,en,Collection
0.893,5.0,5.0,2018-01-10,en,Comedy|,na,0.0,BluePrint Content,CO,0.0,2,1,1,en,Collection
0.6,1.0,5.0,2018-01-19,fr,Comedy|,na,0.0,La Femis,FR,0.0,4,1,1,int,Collection
14.237,11.0,5.0,2018-01-09,pt,Horror|Thriller|Mystery|,na,0.0,Evil Iguana Productions,US,0.0,1,1,1,int,Collection
0.6920000000000001,2.0,5.0,2018-06-01,de,Drama|,na,0.0,Seven Dogs Filmproduktion,DE,0.0,4,6,2,int,Collection
1.788,7.0,5.0,2018-01-07,en,Documentary|,na,0.0,BBC,GB,0.0,6,1,1,en,Collection
0.905,1.0,5.0,2018-01-04,cs,Fantasy|Comedy|Family|,na,0.0,Fénix Film,CZ,0.0,3,1,1,int,Collection
0.705,1.0,5.0,2018-10-25,de,Drama|Comedy|,na,0.0,na,DE,0.0,3,10,4,int,Collection
0.6,2.0,5.0,2018-04-18,fr,Adventure|Drama|,na,0.0,na,FR,0.0,2,4,2,int,Collection
0.6,2.0,5.0,2018-02-16,es,Drama|,na,0.0,na,AR,0.0,4,2,1,int,Collection
2.418,8.0,5.0,2018-02-16,en,Action|,na,0.0,na,na,0.0,4,2,1,en,Collection
1.673,1.0,5.0,2018-01-22,en,Documentary|,na,0.0,Blunderbust Productions,na,0.0,0,1,1,en,Collection
3.83,4.0,5.0,2018-06-08,en,Documentary|,na,0.0,Leocadia Films,US,0.0,4,6,2,en,Collection
3.7539999999999996,2.0,5.5,2018-01-19,en,Documentary|,na,0.0,Field of Vision,US,0.0,4,1,1,en,Collection
0.975,2.0,5.0,2018-11-15,da,Drama|War|,na,0.0,Nordfilm GmbH,CZ,0.0,3,11,4,int,Collection
0.644,1.0,5.0,2018-03-08,el,Comedy|Mystery|,na,0.0,Viewmaster Films,GR,0.0,3,3,1,int,Collection
0.691,1.0,5.0,2018-04-19,el,Action|Thriller|,na,0.0,WeThePeople,GR,0.0,3,4,2,int,Collection
0.6,1.0,5.0,2018-07-02,en,Documentary|,na,0.0,Streel Films,CA,0.0,0,7,3,en,Collection
1.268,1.0,5.0,2018-05-24,it,Drama|Comedy|,na,0.0,na,na,0.0,3,5,2,int,Collection
0.65,1.0,5.0,2018-07-04,fr,Documentary|,na,0.0,na,FR,0.0,2,7,3,int,Collection
1.3219999999999998,1.0,5.0,2018-06-08,en,na|,na,0.0,Salon Pictures,GB,0.0,4,6,2,en,Collection
2.0469999999999997,1.0,5.0,2018-12-02,en,na|,na,0.0,na,na,0.0,6,12,4,en,Collection
0.626,2.0,5.0,2018-02-14,sv,Drama|,na,0.0,Garagefilm International,SE,0.0,2,2,1,int,Collection
0.6,1.0,5.0,2018-06-13,zh,Documentary|,na,0.0,na,DE,0.0,2,6,2,int,Collection
1.3130000000000002,4.0,5.0,2018-05-04,ml,Drama|,na,0.0,Spire Productions,IN,0.0,4,5,2,int,Collection
0.6,1.0,5.0,2018-05-04,en,Documentary|,na,0.0,na,na,0.0,4,5,2,en,Collection
0.6,1.0,5.0,2018-03-15,en,Documentary|,na,0.0,na,na,0.0,3,3,1,en,Collection
1.538,1.0,5.0,2018-01-19,en,na|,na,0.0,na,ES,0.0,4,1,1,en,Collection
2.875,8.0,5.0,2018-01-30,en,Drama|,na,0.0,Insomnia Media Group,US,0.0,1,1,1,en,Collection
3.2739999999999996,8.0,5.0,2018-03-03,en,Horror|Comedy|,na,0.0,Distilled Media,US,0.0,5,3,1,en,Collection
0.6,1.0,5.0,2018-08-17,fr,Documentary|,na,0.0,Lisa Pictures,CA,0.0,4,8,3,int,Collection
3.9189999999999996,8.0,5.0,2018-08-04,en,Action|,na,0.0,Evolutionary Films,GB,0.0,5,8,3,en,Collection
0.6,1.0,5.0,2018-10-05,es,na|,na,4000000.0,Cinetopia Medienservice,MX,0.0,4,10,4,int,Collection
2.923,1.0,5.0,2018-05-22,en,Drama|Documentary|,na,0.0,na,RU,0.0,1,5,2,en,Collection
3.35,4.0,4.8,2018-11-01,en,Horror|,na,0.0,na,US,0.0,3,11,4,en,Collection
1.146,1.0,5.0,2018-04-25,zh,na|,na,0.0,na,FR,0.0,2,4,2,int,Collection
1.42,6.0,5.0,2018-05-31,de,Drama|Comedy|Romance|,na,0.0,Studio.TV.Film,DE,0.0,3,5,2,int,Collection
2.93,8.0,5.0,2018-06-15,en,Drama|Comedy|Romance|,na,0.0,Parkside Pictures,US,0.0,4,6,2,en,Collection
2.028,4.0,5.0,2018-12-17,en,na|,na,0.0,na,na,0.0,0,12,4,en,Collection
1.037,2.0,5.0,2018-05-25,ta,Drama|Thriller|Romance|,na,0.0,Madurai Sri Kallalagar Entertainment,IN,0.0,4,5,2,int,Collection
1.014,1.0,5.0,2018-10-01,en,Documentary|,na,0.0,New Rose Films,US,0.0,0,10,4,en,Collection
1.604,1.0,5.0,2018-10-14,en,Horror|Thriller|,na,0.0,September17Studio,CA,0.0,6,10,4,en,Collection
1.495,1.0,5.0,2018-03-16,en,Drama|,na,0.0,na,na,0.0,4,3,1,en,Collection
